rank,token_id,count,frequency,cumulative_freq
514,93,211,0.04473675283262094,85.01233971097093
515,125,211,0.04473675283262094,85.05707646380355
516,1643,210,0.044524730307347854,85.1016011941109
517,1058,210,0.044524730307347854,85.14612592441824
518,1008,209,0.044312707782074766,85.19043863220031
519,955,209,0.044312707782074766,85.23475133998238
520,1455,208,0.04410068525680168,85.27885202523919
521,829,208,0.04410068525680168,85.322952710496
522,614,207,0.0438886627315286,85.36684137322753
523,589,206,0.043676640206255515,85.41051801343379
524,1424,205,0.04346461768098243,85.45398263111477
525,408,205,0.04346461768098243,85.49744724879575
526,777,204,0.043252595155709346,85.54069984395146
527,1582,203,0.04304057263043626,85.58374041658189
528,1270,203,0.04304057263043626,85.62678098921232
529,1119,202,0.04282855010516317,85.66960953931748
530,1014,202,0.04282855010516317,85.71243808942263
531,783,202,0.04282855010516317,85.75526663952779
532,1300,202,0.04282855010516317,85.79809518963295
533,1770,201,0.04261652757989009,85.84071171721284
534,1547,201,0.04261652757989009,85.88332824479274
535,828,201,0.04261652757989009,85.92594477237263
536,888,200,0.042404505054617,85.96834927742725
537,552,198,0.04198046000407083,86.01032973743132
538,1384,198,0.04198046000407083,86.05231019743539
539,554,198,0.04198046000407083,86.09429065743946
540,1560,197,0.04176843747879775,86.13605909491825
541,1639,197,0.04176843747879775,86.17782753239705
542,1768,196,0.04155641495352466,86.21938394735056
543,1245,195,0.041344392428251574,86.26072833977882
544,1102,195,0.041344392428251574,86.30207273220708
545,1332,194,0.04113236990297849,86.34320510211006
546,1055,193,0.040920347377705404,86.38412544948777
547,520,193,0.040920347377705404,86.42504579686548
548,940,193,0.040920347377705404,86.46596614424318
549,1420,192,0.04070832485243232,86.50667446909561
550,965,192,0.04070832485243232,86.54738279394805
551,1650,192,0.04070832485243232,86.58809111880048
552,1433,192,0.04070832485243232,86.62879944365291
553,1762,190,0.040284279801886154,86.66908372345479
554,1327,189,0.04007225727661307,86.70915598073141
555,991,188,0.03986023475133998,86.74901621548275
556,483,188,0.03986023475133998,86.7888764502341
557,1784,187,0.039648212226066896,86.82852466246017
558,910,186,0.03943618970079381,86.86796085216096
559,1311,185,0.03922416717552073,86.90718501933648
560,1381,184,0.039012144650247646,86.94619716398672
561,1138,184,0.039012144650247646,86.98520930863697
562,1187,184,0.039012144650247646,87.02422145328721
563,1021,184,0.039012144650247646,87.06323359793745
564,514,184,0.039012144650247646,87.1022457425877
565,1635,183,0.03880012212497456,87.14104586471267
566,756,182,0.03858809959970148,87.17963396431237
567,107,181,0.03837607707442839,87.2180100413868
568,1683,180,0.0381640545491553,87.25617409593596
569,1638,179,0.03795203202388222,87.29412612795984
570,1068,179,0.03795203202388222,87.33207815998372
571,1671,178,0.03774000949860913,87.36981816948233
572,977,178,0.03774000949860913,87.40755817898093
573,1765,177,0.03752798697333605,87.44508616595427
574,533,177,0.03752798697333605,87.4826141529276
575,1746,177,0.03752798697333605,87.52014213990093
576,1809,177,0.03752798697333605,87.55767012687426
577,642,176,0.03731596444806296,87.59498609132233
578,1520,176,0.03731596444806296,87.6323020557704
579,488,175,0.03710394192278988,87.66940599769319
580,1317,174,0.03689191939751679,87.70629791709071
581,550,174,0.03689191939751679,87.74318983648823
582,1222,173,0.036679896872243704,87.77986973336047
583,1694,173,0.036679896872243704,87.81654963023271
584,1357,173,0.036679896872243704,87.85322952710496
585,1750,173,0.036679896872243704,87.8899094239772
586,443,172,0.03646787434697062,87.92637729832417
587,660,172,0.03646787434697062,87.96284517267114
588,1771,172,0.03646787434697062,87.9993130470181
589,1378,171,0.036255851821697535,88.0355688988398
590,1414,171,0.036255851821697535,88.07182475066149
591,101,170,0.036043829296424454,88.10786857995791
592,1301,169,0.035831806771151366,88.14370038672907
593,853,166,0.03519573919533211,88.1788961259244
594,302,166,0.03519573919533211,88.21409186511973
595,657,166,0.03519573919533211,88.24928760431506
596,917,166,0.03519573919533211,88.28448334351039
597,863,166,0.03519573919533211,88.31967908270572
598,1486,166,0.03519573919533211,88.35487482190105
599,51,165,0.03498371667005903,88.3898585385711
600,1619,165,0.03498371667005903,88.42484225524116
601,1767,165,0.03498371667005903,88.45982597191121
602,524,164,0.03477169414478594,88.494597666056
603,1147,164,0.03477169414478594,88.52936936020077
604,53,164,0.03477169414478594,88.56414105434555
605,1543,164,0.03477169414478594,88.59891274849033
606,1623,163,0.03455967161951286,88.63347242010985
607,946,163,0.03455967161951286,88.66803209172937
608,959,163,0.03455967161951286,88.70259176334889
609,1066,162,0.03434764909423978,88.73693941244314
610,1763,162,0.03434764909423978,88.77128706153738
611,621,162,0.03434764909423978,88.80563471063162
612,737,162,0.03434764909423978,88.83998235972587
613,397,161,0.03413562656896668,88.87411798629483
614,716,161,0.03413562656896668,88.9082536128638
615,587,161,0.03413562656896668,88.94238923943277
616,1103,161,0.03413562656896668,88.97652486600174
617,1174,160,0.0339236040436936,89.01044847004543
618,972,160,0.0339236040436936,89.04437207408913
619,124,160,0.0339236040436936,89.07829567813282
620,626,160,0.0339236040436936,89.11221928217651
621,797,159,0.03371158151842052,89.14593086369493
622,1609,159,0.03371158151842052,89.17964244521335
623,1150,159,0.03371158151842052,89.21335402673176
624,1200,158,0.03349955899314743,89.2468535857249
625,1456,158,0.03349955899314743,89.28035314471805
626,386,157,0.03328753646787435,89.31364068118593
627,913,156,0.03307551394260126,89.34671619512854
628,1209,156,0.03307551394260126,89.37979170907114
629,868,156,0.03307551394260126,89.41286722301375
630,1803,155,0.03286349141732818,89.44573071443108
631,98,155,0.03286349141732818,89.47859420584841
632,1529,155,0.03286349141732818,89.51145769726574
633,1257,155,0.03286349141732818,89.54432118868307
634,1286,155,0.03286349141732818,89.5771846801004
635,79,155,0.03286349141732818,89.61004817151773
636,697,154,0.03265146889205509,89.64269964040979
637,221,154,0.03265146889205509,89.67535110930184
638,126,154,0.03265146889205509,89.7080025781939
639,1302,153,0.032439446366782004,89.74044202456068
640,992,153,0.032439446366782004,89.77288147092746
641,113,152,0.03222742384150892,89.80510889476896
642,708,152,0.03222742384150892,89.83733631861047
643,994,151,0.032015401316235835,89.8693517199267
644,1307,151,0.032015401316235835,89.90136712124293
645,474,151,0.032015401316235835,89.93338252255916
646,497,151,0.032015401316235835,89.96539792387539
647,83,150,0.031803378790962754,89.99720130266635
648,779,150,0.031803378790962754,90.02900468145732
649,730,150,0.031803378790962754,90.06080806024829
650,1396,150,0.031803378790962754,90.09261143903926
651,1217,150,0.031803378790962754,90.12441481783023
652,192,150,0.031803378790962754,90.1562181966212
653,1167,149,0.031591356265689666,90.18780955288689
654,1438,149,0.031591356265689666,90.21940090915258
655,1234,149,0.031591356265689666,90.25099226541828
656,1113,149,0.031591356265689666,90.28258362168397
657,1464,148,0.031379333740416585,90.31396295542439
658,1545,147,0.031167311215143493,90.34513026663953
659,55,146,0.030955288689870412,90.3760855553294
660,725,145,0.030743266164597327,90.40682882149399
661,1206,145,0.030743266164597327,90.43757208765858
662,1219,145,0.030743266164597327,90.46831535382317
663,173,145,0.030743266164597327,90.49905861998776
664,1605,144,0.030531243639324242,90.5295898636271
665,648,144,0.030531243639324242,90.56012110726643
666,882,144,0.030531243639324242,90.59065235090576
667,1500,144,0.030531243639324242,90.62118359454509
668,1260,143,0.030319221114051158,90.65150281565914
